,routing_processing_time_s,local_processing_time_s
954,0.462,0.3186
955,0.74,0.6121
956,0.1514,0.7561
957,1.1299,0.3943
958,0.3075,0.6899
959,0.2754,0.7379
960,0.2036,0.2953
961,0.8515,0.3407
962,0.2681,0.4384
963,0.3428,0.6992
964,0.1846,0.2517
965,0.832,0.9581
966,0.5034,0.7605
967,0.2845,0.2501
968,0.1181,0.2383
969,0.7719,1.0082
970,0.3304,0.7583
971,0.2971,0.5417
972,0.2368,0.7792
973,0.7785,0.6835
974,0.5341,0.7756
975,0.4051,0.2542
976,0.4706,0.6136
977,1.21,0.2688
978,0.5671,0.6248
979,0.8041,1.0051
980,0.5317,0.9184
981,1.0688,0.6943
982,0.3887,0.7393
983,0.2961,0.2625
984,0.1674,0.9658
985,0.7408,0.6709
986,0.6243,0.877
987,0.2931,0.8513
988,0.1209,0.858
989,1.0829,0.2763
990,0.2672,0.8432
991,0.6317,0.758
992,0.1635,0.6886
993,0.7349,1.3249
994,0.3567,0.531
995,0.5376,0.5131
996,0.088,0.4893
997,0.6989,0.8204
998,0.5746,0.3454
999,0.5776,0.408
1000,0.1242,0.2952
1001,1.6606,0.2944
1002,0.2649,0.9332
1003,0.3122,0.9261
1004,0.2276,0.3048
1005,1.0069,0.6472
1006,0.9583,0.3188
1007,0.272,0.8574
1008,0.1298,0.307
1009,1.0708,0.3621
1010,0.2978,0.6941
1011,0.2968,0.2956
1012,0.8009,0.3755
1013,0.9868,0.3159
1014,0.4728,0.372
1015,0.5654,0.314
1016,0.4537,0.7577
1017,0.78,0.8403
1018,0.2972,0.6136
1019,0.3912,0.6914
1020,0.3009,0.6707
1021,1.5388,0.6758
1022,0.6802,0.6896
1023,0.6307,0.6968
1024,0.1702,0.7516
1025,1.6213,0.2516
1026,0.3009,0.7847
1027,0.4404,0.7163
1028,0.1557,0.5658
1029,0.7348,0.4235
1030,0.3066,0.6987
1031,0.4507,0.7115
1032,0.2322,0.1038
1033,0.7363,0.485
1034,0.3457,1.1865
1035,0.2859,0.8334
1036,0.3136,0.1319
1037,0.7343,1.1552
1038,0.2997,0.3028
1039,0.8375,0.4632
1040,0.1056,1.0134
1041,0.7219,0.177
1042,0.5985,1.04
1043,0.5614,0.3098
1044,0.7884,0.4464
1045,1.2403,0.2996
1046,0.2955,0.9154
1047,0.3328,0.3402
1048,0.2631,0.7088
1049,1.5733,0.3565
1050,0.9242,0.6979
1051,0.503,0.3127
1052,0.1823,0.5923
1053,0.9289,0.1725
1054,0.6539,1.0025
1055,0.3139,0.6061
1056,0.2669,0.2835
1057,1.0586,1.0115
1058,0.462,0.5595
1059,0.4196,0.3001
1060,0.135,0.7025
1061,1.4336,0.5956
1062,0.369,0.3292
1063,0.4737,1.0373
1064,0.1481,0.3304
1065,1.1571,0.2955
1066,0.544,0.2537
1067,0.3215,0.2928
1068,0.3587,0.7874
1069,1.3061,0.8135
1070,0.7395,0.2932
1071,0.2888,1.2402
1072,0.1119,0.3613
1073,1.0692,0.8012
1074,0.8068,0.7597
1075,0.9044,0.1256
1076,0.2041,1.0129
1077,1.0375,0.3549
1078,0.2812,0.3133
1079,0.5807,1.0248
1080,0.3597,1.2842
1081,0.7464,0.7775
1082,0.3405,1.1633
1083,0.599,1.2911
1084,0.1396,0.3161
1085,0.8899,0.4928
1086,0.4545,1.1928
1087,0.5698,0.8025
1088,0.3695,0.2857
1089,1.6003,0.5678
1090,0.476,0.7631
1091,0.3301,0.5269
1092,0.3017,0.2734
1093,1.0213,0.4442
1094,0.3236,1.2
1095,0.7025,0.2908
1096,0.8753,0.7516
1097,1.6422,1.1072
1098,0.836,0.4263
1099,0.8108,1.0248
1100,0.1913,0.9195
1101,0.9318,0.4986
1102,0.3004,1.554
1103,0.3449,0.4886
1104,0.1259,1.0864
1105,1.7445,0.8574
1106,0.7236,0.3159
1107,0.3469,1.0432
1108,0.1198,0.3671
1109,1.3572,0.8126
1110,0.7699,0.7767
1111,0.746,0.1511
1112,0.119,0.5205
1113,1.062,1.1502
1114,0.7472,0.7895
1115,0.5119,0.3019
1116,0.1399,0.77
1117,0.8385,1.0437
1118,0.3659,1.1961
1119,0.7838,1.0571
1120,0.1622,1.1892
1121,1.0624,0.1679
1122,0.4421,0.2841
1123,1.3104,0.3341
1124,0.1282,0.6681
1125,0.8149,0.9955
1126,0.3534,0.1113
1127,0.958,1.0606
1128,0.2063,0.9612
1129,1.6721,1.1092
1130,0.7397,0.348
1131,0.3402,1.5417
1132,0.168,0.8105
1133,1.276,0.5024
1134,0.3588,1.1283
1135,0.9789,0.788
1136,0.2742,0.3634
1137,1.5503,0.3096
1138,0.2992,0.9211
1139,0.3845,0.4935
1140,0.742,0.1452
1141,0.8395,0.4907
1142,0.3528,0.3551
1143,0.897,0.3443
1144,0.1649,0.6074
1145,1.1268,1.1369
1146,0.4882,1.1287
1147,0.5007,0.8823
1148,0.1705,0.3
1149,1.6965,0.8314
1150,0.7976,0.8718
1151,0.8085,0.8755
1152,0.2777,1.2658
1153,1.398,0.3038
1154,0.8127,0.8283
1155,0.5097,0.294
1156,0.1472,0.8168
1157,0.8397,1.0212
1158,0.4904,0.1369
1159,0.3629,1.0534
1160,0.1465,1.0996
1161,1.0114,0.372
1162,0.3403,1.0273
1163,0.3575,1.3567
1164,0.113,1.0106
1165,1.4095,0.5276
1166,0.5547,1.0153
1167,0.3382,0.2911
1168,0.2067,0.8821
1169,1.8344,0.9776
1170,0.3327,0.8277
1171,0.3251,0.1681
1172,0.1065,0.592
1173,0.8943,0.3495
1174,0.6005,0.2943
1175,0.7197,0.4268
1176,0.1415,1.6988
1177,1.029,1.4448
1178,0.3628,0.3525
1179,0.976,0.1856
1180,0.1052,0.4843
1181,1.0777,0.6526
1182,0.6176,0.1144
1183,1.0064,0.4275
1184,0.2684,1.6275
1185,1.0191,1.4903
1186,0.427,0.3542
1187,1.0869,0.3606
1188,0.272,0.3208
1189,1.1599,1.145
1190,0.4442,1.2112
1191,0.6562,1.5269
1192,0.3682,0.308
1193,1.4473,0.3347
1194,0.373,1.0951
1195,0.3546,0.3228
1196,1.0036,0.394
1197,1.5799,0.3641
1198,0.32,1.2073
1199,0.9123,0.5739
1200,0.1101,0.436
1201,1.3276,0.4955
1202,0.6061,1.4344
1203,0.9242,0.8862
1204,0.3476,0.8923
1205,1.1132,1.265
1206,0.6912,1.0318
1207,0.5583,1.111
1208,0.1463,1.2152
1209,1.2364,1.193
1210,0.9425,0.4601
1211,0.3273,0.6789
1212,0.2119,0.5252
1213,1.2546,0.567
1214,1.1262,0.4999
1215,0.5953,0.142
1216,0.3349,0.9796
1217,0.9896,1.49
1218,0.4853,1.5206
1219,0.493,0.8986
1220,0.2171,0.3829
1221,1.7889,0.488
1222,0.5621,0.3627
1223,1.2273,0.1409
1224,0.1409,2.119
1225,0.9684,1.2728
1226,0.4759,0.8499
1227,0.358,0.5359
1228,0.1596,0.752
1229,0.945,1.1299
1230,0.7464,0.4425
1231,1.0458,0.4921
1232,0.159,0.1228
1233,1.8867,0.34
1234,0.3419,0.7293
1235,0.6777,1.5344
1236,0.1488,0.1837
1237,1.7228,0.7354
1238,0.3896,1.4276
1239,0.4536,0.5555
1240,0.1323,1.6427
1241,1.3519,0.4517
1242,0.9065,1.3714
1243,0.946,0.8918
1244,0.5704,0.4017
1245,1.6401,0.414
1246,0.358,0.4055
1247,1.0171,0.3791
1248,0.2892,0.4446
1249,1.1876,0.9315
1250,0.4015,1.091
1251,0.7345,1.0023
1252,0.2123,1.4113
1253,1.3381,0.764
1254,0.5084,1.3571
1255,0.3564,1.0492
1256,0.32,0.37
1257,2.0472,0.4884
1258,1.0867,1.0087
1259,0.7795,0.9132
1260,0.7232,0.4177
1261,1.4942,1.0774
1262,0.3946,1.878
1263,0.746,0.426
1264,0.8795,1.1969
1265,2.0219,0.6792
1266,0.8598,0.9394
1267,1.0135,0.9792
1268,0.4093,1.3113
1269,1.8549,0.2721
1270,0.3668,1.1997
1271,0.4071,0.3348
1272,0.7873,0.9755
1273,1.5881,0.4086
1274,0.8249,0.5146
1275,0.449,0.9472
1276,0.1703,1.6212
1277,1.4536,1.1791
1278,0.9187,1.2112
1279,0.5562,0.2495
1280,0.1164,1.4001
1281,0.9156,1.2626
1282,0.6209,0.3784
1283,1.4955,0.4839
1284,0.127,0.4563
1285,1.1765,0.8409
1286,0.4101,0.5073
1287,1.1184,0.145
1288,0.3558,1.0793
1289,1.0688,0.639
1290,0.3643,1.5587
1291,0.7724,1.2674
1292,0.2327,0.4229
1293,2.2451,1.1032
1294,1.0362,0.9364
1295,1.0194,1.662
1296,0.4833,0.9458
1297,1.4401,1.4401
1298,0.9159,1.3978
1299,0.8749,1.1113
1300,0.6473,0.3528
1301,1.6692,1.0826
1302,0.4965,1.2673
1303,0.8397,1.4883
1304,0.4936,0.6054
1305,1.3491,1.3024
1306,1.1374,0.3803
1307,0.6035,0.7968
1308,0.1792,0.1403
1309,1.3945,1.3278
1310,0.549,0.6647
1311,0.4175,0.9559
1312,0.3467,0.3879
1313,1.6009,1.2851
1314,0.4579,0.9631
1315,0.5022,1.7733
1316,0.1986,1.9352
1317,1.6959,0.4164
1318,0.9379,0.7605
1319,0.4072,1.6284
1320,0.1304,0.389
1321,2.1614,1.2026
1322,1.15,0.3546
1323,0.4796,1.0948
1324,0.3707,1.3021
1325,2.2134,0.3812
1326,1.1456,1.2895
1327,0.7287,1.0319
1328,0.9303,1.05
1329,2.2891,1.1535
1330,1.5897,0.4077
1331,0.7268,0.976
1332,0.4997,1.2562
1333,2.0961,0.4932
1334,0.4272,1.2487
1335,0.7604,1.2274
1336,0.2071,0.142
1337,1.4154,0.3676
1338,1.1081,0.3633
1339,0.963,0.5416
1340,0.1687,1.466
1341,1.247,1.3723
1342,0.4288,1.6167
1343,1.4507,0.1381
1344,0.1326,0.2275
1345,1.9444,0.6337
1346,1.0502,0.66
1347,0.3954,1.2661
1348,0.2682,1.8168
1349,1.6715,1.2579
1350,1.2684,1.0986
1351,1.0149,0.2909
1352,0.1797,1.4285
1353,1.3974,1.4402
1354,1.0776,0.5286
1355,0.8666,1.0092
1356,0.4468,1.0338
1357,1.7414,0.6363
1358,0.6869,0.1578
1359,1.0014,1.4748
1360,0.7102,1.047
1361,1.4799,1.4435
1362,1.087,1.6843
1363,1.0003,1.0688
1364,0.5025,1.0246
1365,1.0705,1.5111
1366,0.7625,1.1083
1367,0.6095,0.8485
1368,0.178,1.9954
1369,2.1319,1.058
1370,1.4567,0.4068
1371,0.5555,0.8334
1372,0.1916,0.4242
1373,1.6952,1.5903
1374,1.2416,1.0344
1375,1.0445,1.078
1376,0.9249,0.5986
1377,2.1984,0.4211
1378,0.493,0.6113
1379,0.3897,1.8479
1380,0.224,1.1617
1381,1.5588,0.5364
1382,0.4143,0.8534
1383,0.4884,0.5778
1384,0.3597,0.5899
1385,1.3135,1.5637
1386,0.4868,1.7035
1387,1.1529,1.1376
1388,0.4622,0.1353
1389,1.5103,0.3862
1390,1.2234,1.3068
1391,1.0307,0.6388
1392,0.1926,1.5312
1393,2.7718,0.4302
1394,0.4287,1.4385
1395,1.066,0.7764
1396,0.3349,1.5122
1397,1.0581,1.4847
1398,0.7535,0.8041
1399,0.6777,0.5459
1400,0.1992,1.8607
1401,1.1415,1.5836
1402,0.984,1.1578
1403,0.4535,1.2203
1404,0.654,1.7365
1405,1.3559,0.699
1406,0.4955,1.9517
1407,1.1373,0.4344
1408,0.1475,0.7295
1409,1.3999,0.2111
1410,1.5067,0.9037
1411,0.4171,1.4517
1412,0.2576,1.0696
1413,1.5886,0.4008
1414,0.7007,0.62
1415,0.6828,1.3035
1416,0.1293,0.3777
1417,2.2814,1.1521
1418,1.5103,0.6264
1419,0.9618,1.9502
1420,0.4175,1.8217
1421,1.1035,1.7232
1422,0.665,0.612
1423,1.1507,0.6417
1424,0.1515,0.5757
1425,1.9284,0.872
1426,1.0092,1.1423
1427,0.4636,1.6994
1428,0.9105,0.7746
1429,1.1109,1.5143
1430,1.0684,1.2995
1431,0.4031,1.6961
1432,0.4094,1.0568
1433,1.1005,1.7008
1434,0.6169,1.4686
1435,0.9087,2.0022
1436,0.2443,1.2632
1437,1.2962,0.4602
1438,1.3675,1.3421
1439,1.5436,0.4463
1440,0.1874,1.4926
1441,1.5775,0.8596
1442,0.4414,1.5682
1443,0.8458,0.165
1444,0.1343,0.4975
1445,1.3197,1.3602
1446,0.5488,1.1137
1447,0.4499,1.6909
1448,0.248,1.1523
1449,2.488,0.6925
1450,1.5393,1.0876
1451,1.1187,1.3608
1452,0.7776,0.6537
1453,2.4598,1.2842
1454,1.4017,1.1316
1455,1.267,0.5021
1456,0.1552,0.5863
1457,1.4721,2.2248
1458,0.8496,1.3526
1459,1.0682,1.4524
1460,1.0098,1.1162
1461,1.5744,0.7391
1462,0.478,2.1704
1463,0.9779,0.5126
1464,1.0801,0.4192
1465,1.6509,1.7675
1466,1.0929,1.3914
1467,1.1332,1.2364
1468,1.0601,0.5742
1469,1.8268,0.3965
1470,1.0968,1.3343
1471,0.8499,1.3159
1472,0.9165,0.4248
1473,1.6961,1.6367
1474,0.9212,0.9136
1475,0.7719,0.777
1476,0.1786,0.7733
1477,1.7018,0.7214
1478,0.9379,1.8675
1479,1.1981,1.2007
1480,1.0462,0.5065
1481,2.7535,1.3209
1482,1.6237,0.4395
1483,0.5785,1.4115
1484,0.2383,1.1749
1485,2.2782,1.4582
1486,0.6409,1.5969
1487,0.5301,0.8166
1488,0.9448,0.6567
1489,2.9082,1.2487
1490,1.9414,1.4624
1491,1.5767,2.2027
1492,0.3088,0.5977
1493,2.2772,1.5752
1494,1.9831,1.2958
1495,1.3577,0.1798
1496,0.1449,0.7852
1497,1.7193,1.1172
1498,0.4417,0.5933
1499,1.3229,0.4587
1500,1.2956,0.4304
1501,2.606,1.5726
1502,1.0525,1.1816
1503,1.2185,0.4248
1504,0.2649,1.7384
1505,3.2751,0.4333
1506,1.5793,0.5119
1507,0.5128,2.461
1508,0.1503,2.3152
1509,1.6475,0.7583
1510,1.0135,0.149
1511,1.4239,1.4043
1512,1.3241,0.4394
1513,1.9195,1.2694
1514,0.6405,0.4943
1515,0.4702,1.8581
1516,0.186,1.3703
1517,3.0634,0.4439
1518,1.2557,0.6287
1519,0.6377,1.5843
1520,0.6131,1.846
1521,1.8014,2.305
1522,0.9849,1.199
1523,0.7537,0.6912
1524,1.3745,1.3034
1525,1.6962,0.5584
1526,1.2741,1.1842
1527,1.08,1.2393
1528,0.2551,1.6551
1529,1.449,0.7757
1530,0.585,0.5616
1531,0.785,0.7752
1532,0.9592,0.4452
1533,2.5977,1.5398
1534,1.4858,0.5705
1535,0.9908,0.8619
1536,0.3606,1.7588
1537,1.1938,1.8215
1538,0.9956,1.1681
1539,0.9832,1.8054
1540,1.044,1.6674
1541,2.0044,1.021
1542,0.9614,1.9226
1543,1.5919,1.0247
1544,0.1815,1.0952
1545,1.6023,1.8806
1546,1.6833,0.5075
1547,1.2081,0.822
1548,0.1395,0.4157
1549,2.5213,0.7649
1550,1.2812,1.3838
1551,0.9262,0.464
1552,0.261,1.9601
1553,3.0136,1.3631
1554,2.1616,0.4523
1555,0.8435,1.3018
1556,0.1571,2.2811
1557,1.2649,0.5775
1558,0.4775,2.7034
1559,1.1151,1.8362
1560,1.47,0.4713
1561,2.6393,0.6565
1562,0.703,0.568
1563,1.0553,0.8122
1564,1.9425,0.8135
1565,2.6924,0.4545
1566,0.5175,1.8935
1567,0.5085,0.1733
1568,0.4803,1.0822
1569,1.4179,2.3449
1570,0.8445,1.2538
1571,0.714,0.8964
1572,0.3608,1.8154
1573,1.5553,2.0559
1574,0.5173,1.2316
1575,0.5358,1.3657
1576,0.1848,3.3113
1577,1.4383,1.2866
1578,0.6708,1.8953
1579,1.2808,1.3955
1580,0.3224,1.7037
1581,1.5744,1.5061
1582,0.7013,1.3226
1583,0.7985,1.9422
1584,0.283,1.7523
1585,2.8736,1.0193
1586,0.5646,0.6273
1587,0.7645,0.4775
1588,0.4303,0.514
1589,2.1911,2.0755
1590,0.8579,0.8123
1591,0.4563,0.6287
1592,0.2604,0.8494
1593,2.2146,2.2175
1594,0.5786,1.1564
1595,0.4733,0.9986
1596,1.1119,1.4754
1597,2.0287,0.8355
1598,1.606,1.3623
1599,1.4643,0.4783
1600,0.2211,1.2948
1601,2.6815,1.2955
1602,1.9989,0.4811
1603,1.2423,0.6037
1604,1.0603,0.6728
1605,3.0717,0.1585
1606,0.4612,2.4713
1607,1.0304,1.907
1608,0.9144,0.1975
1609,2.1776,2.0889
1610,1.5989,0.8699
1611,1.1863,0.8555
1612,0.4023,1.2728
1613,2.3649,0.4783
1614,0.6464,1.4976
1615,1.3239,1.1704
1616,0.3718,1.275
1617,1.5251,2.8023
1618,1.2572,0.6643
1619,1.1134,1.5899
1620,0.7126,0.5333
1621,2.7436,2.0236
1622,1.3821,0.6894
1623,0.7929,1.857
1624,0.5802,1.8863
1625,1.6856,2.3338
1626,1.0392,1.9159
1627,1.0387,0.5412
1628,1.7967,1.4879
1629,2.2962,0.7963
1630,0.6638,1.9201
1631,1.4536,0.6661
1632,0.1882,1.0987
1633,1.6371,1.1763
1634,0.6564,1.2049
1635,0.6456,0.6491
1636,0.4977,0.5123
1637,2.2765,1.0213
1638,1.3086,0.6275
1639,1.1378,0.4876
1640,0.1566,1.3159
1641,2.1219,2.0529
1642,1.6222,0.9218
1643,0.6307,0.6496
1644,0.1767,2.7702
1645,1.8977,2.0855
1646,1.0573,1.4846
1647,1.5389,0.9523
1648,1.1234,0.6257
1649,2.6544,0.1754
1650,0.6425,1.5551
1651,1.3944,1.7226
1652,1.5107,2.4394
1653,2.0511,1.6271
1654,0.5153,2.096
1655,0.924,0.5536
1656,0.9224,1.2665
1657,1.4017,1.1748
1658,0.5427,2.9301
1659,0.5796,1.2058
1660,0.194,2.343
1661,2.8306,2.2925
1662,1.8905,0.7628
1663,1.3645,0.6798
1664,0.2583,2.2332
1665,3.3978,2.0193
1666,1.0173,0.1742
1667,0.8633,2.4038
1668,0.1505,2.1296
1669,2.0271,0.667
1670,1.5028,0.8198
1671,0.5563,2.8518
1672,0.2663,1.3812
1673,1.4709,1.1079
1674,0.8657,2.0596
1675,1.2923,0.9572
1676,0.1732,1.5962
1677,1.6007,1.5707
1678,0.7102,1.6428
1679,0.752,3.0729
1680,0.2632,2.0047
1681,2.5943,1.0424
1682,0.5425,2.1139
1683,1.2436,1.7604
1684,1.3545,1.3692
1685,2.3701,2.3066
1686,1.4839,2.1637
1687,1.8582,0.7283
1688,0.1692,0.2669
1689,1.7817,1.2406
1690,0.5317,2.1091
1691,1.2599,0.9052
1692,0.3324,1.3265
1693,3.3463,2.2885
1694,1.3287,0.9041
1695,0.9024,1.5342
1696,0.6964,1.9462
1697,1.7584,0.3071
1698,1.418,0.628
1699,1.1768,0.5726
1700,1.0423,0.5159
1701,3.0455,0.894
1702,1.3676,1.3679
1703,0.6671,2.4176
1704,0.2357,4.1624
1705,2.4896,1.6037
1706,0.9422,2.0638
1707,1.1111,1.8111
1708,1.5704,0.5655
1709,3.0962,0.3082
1710,1.6588,0.7884
1711,1.4488,1.5419
1712,1.0252,0.1987
1713,2.616,2.1879
1714,1.9924,0.6595
1715,0.6752,1.9887
1716,0.4849,0.6167
1717,1.5564,1.4999
1718,0.6297,0.6895
1719,1.2393,0.8791
1720,1.038,0.5385
1721,3.0303,0.2558
1722,0.6208,1.4609
1723,0.5316,2.0409
1724,0.3237,2.7931
1725,2.3132,2.6004
1726,0.7543,1.0256
1727,0.7382,0.9816
1728,0.2732,1.2078
1729,3.1083,2.74
1730,1.5195,1.969
1731,1.1887,0.5165
1732,0.4916,1.0948
1733,2.4347,0.7358
1734,1.4403,1.5907
1735,0.8429,2.2305
1736,0.4895,0.768
1737,3.5199,2.1405
1738,1.4485,2.4018
1739,1.5639,1.1278
1740,0.4108,2.7848
1741,2.5836,1.3846
1742,0.5933,1.4936
1743,0.538,0.276
1744,1.3204,0.6123
1745,2.4504,1.6346
1746,1.4036,1.0151
1747,1.0074,1.387
1748,0.1863,2.923
1749,3.7105,2.1273
1750,1.4039,1.7228
1751,1.5227,0.7794
1752,0.2685,1.233
1753,3.7618,0.5652
1754,1.2374,1.576
1755,1.7713,2.5188
1756,0.4851,3.0525
1757,1.7448,1.1074
1758,0.5703,1.0016
1759,1.3181,1.9106
1760,0.4809,2.182
1761,3.7408,1.8222
1762,2.0401,1.5693
1763,2.1043,2.7644
1764,0.881,1.6216
1765,2.9017,1.0309
1766,1.4916,2.5339
1767,1.3529,1.0472
1768,0.439,2.4828
1769,2.5283,0.2834
1770,1.5097,1.7553
1771,1.2735,2.1109
1772,0.3914,0.9419
1773,2.1888,3.1068
1774,0.6571,0.4522
1775,0.855,1.4838
1776,0.1645,0.1766
1777,3.2491,2.1531
1778,1.7595,0.5684
1779,1.3871,2.1386
1780,0.9322,0.5398
1781,3.229,0.9579
1782,2.0488,0.7223
1783,1.3875,3.2021
1784,0.2707,0.5773
1785,2.467,1.815
1786,0.8083,1.8519
1787,1.402,1.0588
1788,0.4256,1.7847
1789,2.496,2.0282
1790,2.0252,1.5225
1791,1.6297,1.1232
1792,0.486,0.8647
1793,3.6828,0.6535
1794,2.142,0.6202
1795,1.7871,2.0014
1796,1.1849,0.9561
1797,3.5465,2.1667
1798,1.8292,2.6394
1799,1.5744,4.4748
1800,0.225,2.5182
1801,3.7813,2.0075
1802,1.4836,2.2684
1803,1.8879,0.7856
1804,0.1649,1.3058
1805,1.8321,0.9438
1806,1.1384,1.4048
1807,1.6567,2.3166
1808,1.1126,1.8062
1809,2.1006,2.8628
1810,0.6097,2.6067
1811,1.5182,0.6141
1812,0.3075,1.596
1813,4.822,2.2376
1814,1.5914,0.5689
1815,0.8246,2.1112
1816,1.1204,0.5918
1817,3.6341,1.5679
1818,2.3227,3.0273
1819,1.2731,0.5956
1820,1.4708,1.6569
1821,2.7306,1.0257
1822,0.6598,0.7594
1823,1.9105,0.9224
1824,1.609,0.6054
1825,4.071,0.6361
1826,2.5988,1.6253
1827,2.0741,2.4103
1828,0.7417,0.7668
1829,3.0204,2.4677
1830,1.5958,0.8723
1831,1.2436,0.5269
1832,0.4146,2.3378
1833,2.7521,2.225
1834,0.6125,1.296
1835,0.6299,2.7618
1836,0.3569,2.3349
1837,2.4258,2.2166
1838,2.5964,2.8304
1839,1.3824,2.2341
1840,0.9466,0.5572
1841,3.4824,1.0695
1842,1.3476,3.579
1843,1.4478,2.2972
1844,1.3308,1.6066
1845,2.5013,1.0182
1846,0.8757,2.4998
1847,1.8797,0.8471
1848,1.5529,0.8833
1849,3.6116,3.5344
1850,0.5905,0.8979
1851,0.6278,3.7095
1852,1.2896,2.3598
1853,2.7012,1.3368
1854,1.0178,2.0246
